video_id,title,view_count,like_count,comment_count,movie_title
C_UctmfuoPM,인질 – 공식 예고편 – Netflix,9952,44,1,인질
cYLzX0iO2U4,"[무비킹] 영화 ‘인질’ 예고편 (황정민, 김재범, 이유미, 류경수, 정재원, 이규원, 이호정 출연)",8098,46,8,인질
9YoXmb2yL1g,게임 오버 – 공식 예고편 2 – Netflix,7688,27,7,인질
WPn8qwGfnI8,영화 [인질] 예고편 - 황정민,6471,39,10,인질
2cvumTrfIFo,[인질 Hostage: Missing Celebrity] 메인 예고편 버티컬 FULL ver.,2859,41,0,인질
XgiRJxhs8Oc,[교섭] 공식 1차 예고편 - 30초 세로 버전,2272,58,1,인질
pF6UahgwG6k,[인질] Hostage: Missing Celebrity 메인 예고편,992,9,3,인질
KiVNoOoMYWQ,"영화 | 인질 예고편 (줄거리, 결말은 ""∨(설명)""을 클릭하세요)",184,1,0,인질
BQDOJhdvZks,모사드:인질구출작전영화예고편,154,1,0,인질
huWCm3snsaw,"최신영화 인질 예고편, Hostage Missing Celebrity Trailer",144,1,0,인질
oMzJhFYdK3o,배우 #황정민 인질로 잡혔다!  리얼리티 액션 스릴러 [#인질] 1차 예고편 공개,60,0,0,인질
0HwbnAPkH6c,슈퍼 마리오 속 숨겨진 카메오 ㄷㄷ.. #shorts,7065081,177875,839,보이스
pvnkgyl88jc,[비키퍼] 공식 메인 예고편,616978,97,15,보이스
ceai2LjChwI,"[신비아파트 10주년 극장판: 한 번 더, 소환] 초특급 성우진 출격!",505290,16342,522,보이스
zp_aqJMFNuw,[Dub Voice] 주토피아2 메인 예고편 한국어 더빙,67480,263,0,보이스
k3P4v7nj4eg,"코코  COCO  3차 공식 예고편 - ""Find Your Voice"" (한국어 CC)",59413,194,25,보이스
rfbwr5oPO7c,[외계+인] 1부 런칭 예고편,2236042,10677,1774,외계+인 2부
l9288UVTHkA,[외계+인] 1부 메인 예고편,1468984,2118,838,외계+인 2부
SlnlEiXtxfE,[외계+인] 1부 티저 예고편,1312407,5559,1174,외계+인 2부
4uSn4Dem9i0,모든 비밀이 밝혀진다! [외계+인] 2부 메인 예고편,1058153,2269,638,외계+인 2부
lH0gBidynI8,🔥큰 거 온다! 딱 기다려🔥 [외계+인] 2부 티저 예고편,583999,2497,671,외계+인 2부
pqKITJVm3GI,[닥터 슬립] 2차 예고편,536201,116,24,슬립
bzSzkxT-ya8,너의 시간 속으로 | 공식 예고편 | 넷플릭스,367141,5513,600,슬립
trqSKPutkPQ,[닥터 슬립] 1차 예고편,219414,276,47,슬립
mKFleKy3Si8,[라이스보이 슬립스] 메인 예고편,32271,352,,슬립
pb-Gzxo8lq4,슬립오버 | 엄마 아빠가 이런 사람이었어? | 공식 예고편 | Netflix,17875,186,21,슬립
ALrsF98QxeE,아이유 박서준 욕배틀,1943129,24825,358,드림
7pB7DPBqqvk,[ENG.] [드림] 공식 1차 예고편,1731861,4376,1228,드림
UoXfG4uxl6o,[드림] 공식 2차 예고편,1391409,3358,482,드림
IhiIMsmRcPs,"영화 [드림] 2차 예고편: 박서준, 이지은(아이유), 고창석, 이현우: 이병헌 감독: 2023.4:  Dream: IU",806443,6082,596,드림
96A9KXLHnZc,빡치면 무서운 아이유,671660,7246,225,드림
0O9rtOolCvw,자백의 대가 | 공식 티저 예고편 | 넷플릭스,569424,5448,743,마녀
SEUyEpGHcsA,[마녀] 스토리 예고편,65440,261,10,마녀
a-jgOhtQXy4,마녀  THE WITCH  1차 공식 예고편 (한국어 CC),58611,181,25,마녀
Ps7y29Lp0Z8,헨젤과 그레텔: 마녀 사냥꾼 - 공식 티져 예고편,29123,47,4,마녀
ApQApfgF4YQ,[문화연예 플러스] 영화 '마녀2' 공식 예고편 공개 (2022.05.13/뉴스투데이/MBC),28773,164,29,마녀
CfYolB0hoa0,영화 '곤지암' 메인 예고편,602612,1867,,곤지암
JacSOSkuOno,[곤지암] 30초 예고편,205517,12,3,곤지암
CjcVZVxL_3c,[곤지암] 메인 예고편,40226,84,8,곤지암
V2cuj8J_LEQ,영화 '곤지암' 티저 예고편,24236,61,43,곤지암
8AVFo0ZC5J4,[세븐틴] 영화 곤지암 메인 예고편 / 세븐틴 패러디,13233,,64,곤지암
yJJJUp3mbiU,서울의 밤 공식 예고편,2142170,46266,3297,박열
RL-qYJFaF7E,영화 '박열' 티저 예고편,74324,222,16,박열
bSEuymOrCbg,영화 '박열' 메인 예고편,39018,75,3,박열
j8BGMaIz97k,영화 '박열' 티저 예고편,9965,10,4,박열
ZxEzTVVyYUE,[박열] 메인 예고편,9919,53,2,박열
1kmv9aE8ufg,[나쁜 녀석들: 더 무비] 2차 예고편,3137123,3416,393,나쁜 녀석들: 더 무비
Nj9FuZjZi0A,[나쁜 녀석들: 더 무비]  300만 관객돌파! _리뷰 30초스팟,459428,35,2,나쁜 녀석들: 더 무비
1OJZSa5258A,[나쁜 녀석들: 더 무비] 1차 예고편,243505,1273,392,나쁜 녀석들: 더 무비
LllIq8RE9Jg,[나쁜 녀석들: 더 무비] 캐릭터예고편,239659,968,201,나쁜 녀석들: 더 무비
-LuaLI78-4s,[나쁜 녀석들: 더 무비] 리뷰 예고편,165897,30,0,나쁜 녀석들: 더 무비
