document,product,source,movie_kor,cleaned,cluster
총선에 맞춰 나온 선동영화,the_man_standing_next,watcha_reviews_low_integrated.csv,남산의 부장들,총선 선동,3
너무 잔잔했다고 해야하나?! 긴장감부족!,the_man_standing_next,watcha_reviews_low_integrated.csv,남산의 부장들,하나 긴장감 부족,3
최소한의 양심을 지닌 친쿠데타 간부가 최소한 인간으로써의 끝을 맺고 종지부를 찍었다.,the_man_standing_next,watcha_reviews_low_integrated.csv,남산의 부장들,최소한 양심 쿠데타 간부 최소한 인간 종지부,3
이해해 달라고 외치지만 이해해주기 싫은 캐릭터들,sado,watcha_reviews_low_integrated.csv,사도,이해 이해 캐릭터,3
몰입을 방해하는 invisible something...,sado,watcha_reviews_low_integrated.csv,사도,몰입 방해,3
"칸, 골든글로브, 영국아카데미 마국 조합 등
그리고 대망의 오스카 4관왕 점령까지...
사실 기생충이 대단하기보다
요새 미국은 인종차별 문제 심각하고 
페미니즘이나 공평한 이런것에 대한관심이 많고
평등하다는걸 내세우기때문에
이번에 백인영화 상을 줬으면 
그냥 뻔한 로컬 시상식이 되는 문제여서
타이밍이 딱 기생충이였던게 크긴해 
기생충이 엄청 대단했다기보다 
인식을 변화할타이밍에
기생충이 적절한 키워드였던거지
윈윈이지 결국",parasite,watcha_reviews_low_integrated.csv,기생충,골든 글로브 영국 아카데미 대망 오스카 점령 기생충 미국 인종 차별 문제 페미니즘 공평 관심 평등 때문 이번 백인 로컬 시상식 문제 타이밍 기생충 기생충 인식 변화 타이밍 기생충 키워드,3
개쓰레기같다 박찬욱은 불행한 예쁜 여자 성적이고 신비스럽게 묘사하면서 관음하는거 언제 그만둘건지? 대체 여자를 뭘로 보고있는거임ㅋㅋ;; 이제 누가 추천해줘도 박찬욱 영화는 절대 안본다,decision_to_leave,watcha_reviews_low_integrated.csv,헤어질 결심,쓰레기 박찬욱 불행 여자 성적 신비 묘사 관음 건지 뭘로 누가 추천 박찬욱,3
"와.. 인터뷰 내용 실화냐..
여혐에 변태 싸패..
약한 상대를 대상으로 하는 범죄가 제일 최악인데 하필 그런 발언을 했구나.
생각도 죄라고 생각한다.
다신 소비하지 말아야지.
인정 받고 상 받은 영화 대부분이 나한테 맞지 않는 경우가 많은데 지금 생각해보니 기득권층에 변태 같은 놈들이 많아서, 그리고 그들만의 잔치이기 때문인듯.",parasite,watcha_reviews_low_integrated.csv,기생충,인터뷰 내용 실화 여혐 변태 상대 대상 범죄 최악 발언 소비 인정 대부분 경우 기득 변태 잔치 때문,3
영화를 마무리 할 결심은 하기 힘들었나요?,decision_to_leave,watcha_reviews_low_integrated.csv,헤어질 결심,마무리 결심,3
이해가 안되는 영화,decision_to_leave,watcha_reviews_low_integrated.csv,헤어질 결심,이해,3
"배우들의 엄청난 연기로 보는 내내 몰입감은 있지만, 후반에 가는 순간 계속 거슬리는 점들로 인해 긴장이 탁 풀려버린다.",the_night_owl,watcha_reviews_low_integrated.csv,올빼미,배우 연기 입감 후반 순간 긴장,3
몰랑.. 난 별로였어..,the_kings_garden,watcha_reviews_low_integrated.csv,왕과 사는 남자,몰랑,3
"곱씹을수록 불쾌하다. 불편을 넘어선 불쾌
똑같은 불편한 영화인데
가버나움은 5점이고 기생충은 아닌 이유
가버나움이 치사했다면 기생충은 오만하다",parasite,watcha_reviews_low_integrated.csv,기생충,불편 불편 가버나움 기생충 이유 가버나움 기생충 오만,3
연기는 5점,the_man_standing_next,watcha_reviews_low_integrated.csv,남산의 부장들,연기,3
봉준호 감독 영화는 흥미롭지만 언제나 찝찝함이 남는다,parasite,watcha_reviews_low_integrated.csv,기생충,봉준호 감독 흥미,3
웬만하면 그냥 한국어로 말했으면. 안 되는걸 억지로 한다고 해서 박수 쳐주는 건 아님,myeongryang,watcha_reviews_low_integrated.csv,명량,한국어 박수,3
역사가 궁금해진 영화,the_man_standing_next,watcha_reviews_low_integrated.csv,남산의 부장들,역사,3
영화 퀄리티 좋은거 알겠는데 보는 내내 거북함 불륜 미화같음..,decision_to_leave,watcha_reviews_low_integrated.csv,헤어질 결심,퀄리티 내내 불륜 미화,3
그냥 불륜아니여?... 뭐 어저라고 싶던데 사랑 어쩌고 하고 있네 거기다 자막필수 진짜 대사 50프로만 들은듯 다행이다 시간만 날려서,decision_to_leave,watcha_reviews_low_integrated.csv,헤어질 결심,불륜 사랑 거기 자막 필수 대사 프로 다행 시간,3
이해하기가 어렵다.. 불륜이 로맨스는 아니잖아요..,decision_to_leave,watcha_reviews_low_integrated.csv,헤어질 결심,이해 불륜 로맨스,3
"이쯤되면 나는 그냥 우민호 감독이랑 안맞나보다.  . . . 이 감독 작품들은  배우들이 다 좋아하는 배우들만 나와서 전부 봤지만, 좋았던 작품이 단 하나도 없으며, 심지어 이번작은 보다가 잘뻔했다. 흥미로운 이야기를 다루고 있음에도, 작품이 다루는 사건이 어디에 집중해야될지 러닝 타임 내내 갈팡질팡하는 듯 하다. 아니 후반부 클라이막스 10분만 인상적인걸 보니 거기만 집중했나보다. . 보면서 묘하게 공작이 떠올랐는데, 공작이 100배는 잘만든 영화같다.",the_man_standing_next,watcha_reviews_low_integrated.csv,남산의 부장들,우민호 감독 감독 작품 배우 배우 작품 하나 번작 흥미 이야기 작품 사건 어디 집중 러닝 타임 후반부 클라 막스 인상 거기 집중 공작 공작,3
조금 졸았을지도.. 월요일에 봐서 그런거 같기도..,the_night_owl,watcha_reviews_low_integrated.csv,올빼미,월요일,3
"'빈부격차' 혹은 '계급'으로 포장한 나태함과 저급함. 극중에서 박사장의 가족이 부정한 방법으로 부를 쌓고, 가난한 사람들을 등쳐먹었는가? 백수 가족이 본인들이 열심히 반지하 방에서 벗어나기 위해 발버둥치고, 가난을 극복하기 위해 정말로 노력하였는가? 이건 거창하게 자본주의 사회의 폐해를 논할 필요도 없이 그냥 본인들의 능력미달로 삶의 질이 달라진, '기생충'처럼 달라붙어 피 빨아먹는 저급 쓰레기 집단. 부우자여서 아니꼽고, 가난해서 억울하다면 북쪽 돼지네 나라로 가서 '공산주의 락원'이나 꿈꾸시라.
(21.1.6)",parasite,watcha_reviews_low_integrated.csv,기생충,빈부 격차 계급 포장 저급 박사장 가족 부정 방법 가난 백수 가족 본인 반지하 가난 극복 노력 이건 자본주의 사회 폐해 필요 본인 능력 미달 기생충 저급 쓰레기 집단 부우 가난 북쪽 돼지 나라 공산주의,3
죄송해요 불면증이던 제가 딥슬립을,the_man_standing_next,watcha_reviews_low_integrated.csv,남산의 부장들,불면증 슬립,3
"후반부를 위한 전반부의 지루한 기다림
영화 전체가 집에서 컴퓨터로 스킵해서 본 기분 매끄럽지않다

명량이 정말 재미있어서 빠른 속도로 관객수가 느는것일까
위인영화 특유의 감동일 뿐",myeongryang,watcha_reviews_low_integrated.csv,명량,후반부 전반부 다림 전체 컴퓨터 스킵 기분 명량 속도 관객 위인 특유 감동,3
시작은 좋았는데  결말은 정해져있고  그걸 맞추려다보니 뒤로 갈수록  개연성이 무너져내림  분명 최악은 아닌데 찝찝한 느낌,the_night_owl,watcha_reviews_low_integrated.csv,올빼미,시작 결말 그걸 개연 내림 최악 느낌,3
"왜 우는지 이해가 안돼요 감정선 설명을 못 받았어요
그리고 유해진님이 연기하신 인물이 이렇게까지 방정맞고 정신없는 인물이었어야 했는지 모르겠어요",the_kings_garden,watcha_reviews_low_integrated.csv,왕과 사는 남자,이해 감정선 설명 유해진 연기 인물 인물,3
5번 시도 끝에 봤는데 무슨 말인지 모르겠음,decision_to_leave,watcha_reviews_low_integrated.csv,헤어질 결심,시도,3
아비가 아비 노릇을 못하니...,sado,watcha_reviews_low_integrated.csv,사도,아비 아비 노릇,3
"과도한 친절과 지지부진한 중간, 늘어지는 결말
성찰의 깊이가 아쉽다",sado,watcha_reviews_low_integrated.csv,사도,과도 친절 지지부진 중간 결말 성찰 깊이,3
배우들의 고군분투,the_man_standing_next,watcha_reviews_low_integrated.csv,남산의 부장들,배우 고군분투,3
미장센미장센미장센미장센미장센 그 놈의 미장센 금지된사랑카페를 엿보는것 같은 스토리 세상이 나한테 트루먼 쇼하나 싶음,decision_to_leave,watcha_reviews_low_integrated.csv,헤어질 결심,미장센 미장센 미장센 미장센 미장센 미장센 사랑 카페 스토리 세상 트루먼,3
난 불륜이 싫어,decision_to_leave,watcha_reviews_low_integrated.csv,헤어질 결심,불륜,3
"상당히 신박하고 독특하고 혐오스럽고 끔찍하고 기이한 영화
약사줘~ 시계방향~
나중에 집에 지하실 만들어야지
무계획의 노답/ 계획의 노답 들다 봄
뭐랄까 점수 주기 애매해서 1.5 줌",parasite,watcha_reviews_low_integrated.csv,기생충,신박 독특 혐오 약사 시계 방향 나중 지하실 계획 계획 점수 주기 애매,3
"부족한 연출을 배우들이 먹여 살린다고 하던데 오히려 연출이 배우들의 연기를 가로막는다. 나도 박지훈과 유해진의 연기를 보면서 전율하고 감동 받고 싶었는데, 연출이… 연출이… 연출이 영화 감상 자체를 방해하는 경험은 처음이다. 하고 싶은 말은 많은데 다 쓰면 팔만대장경이다. 박지훈과 유해진을 위해 1점을 남긴다.",the_kings_garden,watcha_reviews_low_integrated.csv,왕과 사는 남자,부족 연출 배우 연출 배우 연기 박지훈 유해진 연기 전율 감동 연출 연출 연출 감상 자체 방해 경험 처음 팔만대장경 박지훈 유해진,3
감정을 이기지 못하는 사람들 조용하지만 이기적이고 폭력적인 영화 0점 주고 싶은데 연출을 생각해 1점으로 결정,decision_to_leave,watcha_reviews_low_integrated.csv,헤어질 결심,감정 이기 폭력 연출 결정,3
헤엑;;;;;; 감동주려고 애쓴 티가 팍팍,myeongryang,watcha_reviews_low_integrated.csv,명량,감동,3
재규스..콜링..,the_man_standing_next,watcha_reviews_low_integrated.csv,남산의 부장들,콜링,3
"가난을 묘사하는 방식이 지나치게 도식적이다. 와이파이도 없어서 옆집 와이파이 빌려쓸 정도로 가난한데 4수를 어떻게 준비하고 미대 입시를 어떻게 준비해..? 책상에 앉아서 가만히 공부만 하는것도 다 돈이고 더군다나 미대 입시.. 아이쿠ㅠ 저 정도 소득수준 가족이면 대학은 꿈도 못꾸고 어디든 바로 취직하는게 현실인데ㅠ 대한민국 사는 사람이라면 절대 저 소득수준에 대학을 4수나 준비하고 미대 입시를 준비한다는게 절대 불가능하다는걸 누구나 아는데 왜 봉준호만 모를까..? 차라리 그 어린애들 둘이서 어떻게해서든 먹고살겠다고 고등학교 졸업하자마자 바로 취업해서 일하는 장면이 나왔다면 훨씬 현실감있고 공감갔었겠다..
그리고ㅠ 반지하 사는 사람들이 비가 억수같이 내리면 당연히 자기 집 걱정부터 해야 하는 게 당연한거 아닌가? 비 쏟아지는거 생각도 안하고 탱자탱자 놀다가 캠핑갔던 이선균네 가족이 돌아오고나서야 집 가봤더니 반지하 집이 잠겨있더라,, 이 상황에서 송강호 가족한테 안타까움을 느낄 수가 있음? 난 답답하고 한심하던데. 사지 멀쩡한데 노가다라도 뛰어서 어떻게든 해볼 생각을 해야지 네 명이 진짜 신기하게도 집에 가만히 둘러앉아 가난을 타개해볼 어떤 노력도 안한다. 아 피자박스는 한번 접는구나 근데 그 간단한 것마저 제대로 못하고(못했다기보단 제대로 신경써서 안했지 피자박스 접는데 뭐 그렇게 정교한 기술이 필요하다고,,) 난장판 만들어놓고ㅋㅋㅋㅋ 송강호네 가족을 동정할 여지가 하나도 보이지 않는다. 오히려 회사에서 일 열심히 해서 돈 열심히 벌고 자식들 사랑해서 자식들한테 좋은거 뭐 하나라도 더 해주고 싶어하는 이선균 조여정이 불쌍함. 이선균 조여정이 잘못한 거라곤 사람 믿은 잘못밖에 없음,,
아 이 영화의 주제가 사람 함부로 믿지 말자면 인정. 그렇다면 주제를 완벽히 전달한 최고의 영화다",parasite,watcha_reviews_low_integrated.csv,기생충,가난 묘사 방식 도식 와이파이 옆집 와이파이 정도 가난 준비 미대 입시 준비 책상 공부 미대 입시 소득 수준 가족 대학 어디 취직 현실 대한민국 소득 수준 대학 준비 미대 입시 준비 가능 누구 봉준호 어린애 고등학교 졸업 취업 장면 현실 공감 반지하 억수 자기 걱정 캠핑 이선균 가족 반지하 상황 송강호 가족 노가다 가난 타개 노력 피자 박스 신경 피자 박스 기술 필요 난장판 송강호 가족 동정 여지 하나 회사 자식 자식 하나 이선균 조여정 이선균 조여정 주제 인정 주제 전달,3
왕이.. 맹인이 그렇게 쉬운 거 같나..,the_night_owl,watcha_reviews_low_integrated.csv,올빼미,맹인,3
"잘만든 임진왜란 자료화면 ⭐⭐⭐⭐⭐
  여친과 극장을 나오면서 이 영화가 왜 자료화면(쓰ㄹ..망작)인지 1시간 30분간 설명했다.
   그리고 헤어졌다.
그렇게 나는 영화에 댓글을 달기 시작했다.",myeongryang,watcha_reviews_low_integrated.csv,명량,임진왜란 자료 화면 여친 극장 자료 화면 시간 설명 댓글 시작,3
영조의 아동학대 피해자긴 하지만 사도세자가 광증이 있었다고는 하나 실제로 저질렀단 수많은 살인과 기행에 대해서는 지나치게 미화된 게 아쉬움,sado,watcha_reviews_low_integrated.csv,사도,영조 아동 학대 피해 자긴 사도 세자 광증 살인 기행,3
"영화가 아니라 드라마 같고.. 편집도 무슨 웹툰 같이 해놔서 몰입이 자꾸 깨짐..
카메라 구도는 한결같이 계속 구려서 스크린으로 보고 있는 내 자신이 막 민망해짐..
이딴 영화(?)를 사람들이 안 좋아하면 좋겠음..
0.5점이 아니라 1점인 이유는 소재가 좋아서",the_kings_garden,watcha_reviews_low_integrated.csv,왕과 사는 남자,드라마 편집 웹툰 몰입 카메라 구도 구려 스크린 자신 이유 소재,3
이번에도 또 좋은 배우들 모아놓고 김지운보다 재미없고 촌스럽게 영화 만들었구나.,the_man_standing_next,watcha_reviews_low_integrated.csv,남산의 부장들,이번 배우 김지운,3
"기생이라고 해서 사극인줄 알았는데 아니였네요
1점드립니다",parasite,watcha_reviews_low_integrated.csv,기생충,기생 사극,3
"밤티하다
하지만 지훈이 얼굴에 추가점수 드립니다.",the_kings_garden,watcha_reviews_low_integrated.csv,왕과 사는 남자,지훈 얼굴 추가 점수,3
미스캐스팅 그 이전에 연출력의 부재. 지루한데 길기까지 해,sado,watcha_reviews_low_integrated.csv,사도,미스 캐스팅 이전 연출력 부재,3
곳곳에서 느껴지는 내부자들 느낌 비오는 날 조우진이 나타나서 돌로 깔거같은 느낌,the_man_standing_next,watcha_reviews_low_integrated.csv,남산의 부장들,곳곳 내부자 조우진 느낌,3
서사 진행시키려고 연교 역에 '그 여자가 워낙 심플하다'는 성격 부여하는 거 진짜 구리고 기우가 수석 들고 지하실만 안 내려갔어도 기정 안 죽었음 기우한테 결말 몰아주려고 몇 명을 희생시키는지,parasite,watcha_reviews_low_integrated.csv,기생충,서사 진행 연교 여자 심플 성격 부여 기우 수석 지하실 기정 기우 결말 희생,3
그리하여 호미곶 상생의 손 은 전설로 내려오고 있다...,decision_to_leave,watcha_reviews_low_integrated.csv,헤어질 결심,호미곶 상생 전설,3
쓰레기,myeongryang,watcha_reviews_low_integrated.csv,명량,쓰레기,3
영화가 잘만들어졌건 엉성하건 이 문제가 아니라 현 대한민국과 같은  멀티버스라서 힘들다. 인조의 시대 ..,the_night_owl,watcha_reviews_low_integrated.csv,올빼미,문제 대한민국 멀티 버스,3
누구냐고 올빼미 장르 코미디라고 한거,the_night_owl,watcha_reviews_low_integrated.csv,올빼미,누구 올빼미 장르 코미디,3
스토리는 재밌는데 나 이 감정선 따라가기힘들어 왜케절절한건데....? 나 안볼때 둘이 뭔얘기했어..??,decision_to_leave,watcha_reviews_low_integrated.csv,헤어질 결심,스토리 감정선 건데,3
좀.. 뭔가 불쾌한 아저씨 냄새나요,decision_to_leave,watcha_reviews_low_integrated.csv,헤어질 결심,뭔가 아저씨 냄새,3
국뽕을 김치에 말아서 드셔보세요,myeongryang,watcha_reviews_low_integrated.csv,명량,김치,3
유해진 배우님 연기에 입 벌리고 봄,the_night_owl,watcha_reviews_low_integrated.csv,올빼미,유해진 배우 연기,3
감독은 이 결말이 말이 된다고 생각하고 찍었을까?,the_night_owl,watcha_reviews_low_integrated.csv,올빼미,감독 결말,3
한국영화 퇴보,myeongryang,watcha_reviews_low_integrated.csv,명량,한국 퇴보,3
"장항준 감독님은 영화 찍으시면 안되겠다...
차라리 광고가 어울릴것같아",the_kings_garden,watcha_reviews_low_integrated.csv,왕과 사는 남자,장항준 감독 광고,3
"제작진들 전원 뒤주에 가둬버리고싶은 조악함.

완벽에 가까운 역사적 사료를 엿바꿔막고, 어디 되도않는 감정성날조와 아가리질인가.",sado,watcha_reviews_low_integrated.csv,사도,제작진 전원 뒤주 완벽 역사 사료 어디 감정 날조 아가리질,3
애플 광고 같아요..,decision_to_leave,watcha_reviews_low_integrated.csv,헤어질 결심,애플 광고,3
"이순신은 정말 대단한 인물이다
이런 영화를 흥행시키다니",myeongryang,watcha_reviews_low_integrated.csv,명량,이순신 인물 흥행,3
와 잘운다 와 분장 잘한다,sado,watcha_reviews_low_integrated.csv,사도,분장,3
조진웅을 위한 0.5별 조진웅의 일본인 연기가 일품,myeongryang,watcha_reviews_low_integrated.csv,명량,조진웅 조진웅 일본인 연기 일품,3
기분더러워,parasite,watcha_reviews_low_integrated.csv,기생충,기분,3
다큐멘터리로밖에 만들 수 없었나 좋은 스토리가 아깝다,the_man_standing_next,watcha_reviews_low_integrated.csv,남산의 부장들,다큐멘터리 스토리,3
"최첨단 마케팅으로 포장된 좋은 상품.
연출의 부재로 허술하기 짝이 없는 나쁜 영화.",the_kings_garden,watcha_reviews_low_integrated.csv,왕과 사는 남자,최첨단 마케팅 포장 상품 연출 부재,3
영화 만드는 능력은 재능이다. 확고하게 생각한다.,the_kings_garden,watcha_reviews_low_integrated.csv,왕과 사는 남자,능력 재능,3
좋은 소재라해서 좋은 영화가 나오는건 아니다,myeongryang,watcha_reviews_low_integrated.csv,명량,소재,3
"일부 영화관에서는 박통 총 맞는 장면에서 박수도 나왔다는데, 김재규가 대통의 꿈이 정말 없었을까? 일국의 대통을 저렇게 격하시켜 연출한 이유는 뭘까? 그래서 얻는게 뭘까? 감독의 생각은 과연 뭘까? 본인이 맞고 다 안다고 자부할 수 있나?",the_man_standing_next,watcha_reviews_low_integrated.csv,남산의 부장들,일부 영화관 박통 장면 박수 김재규 대통 일국 대통 연출 이유 뭘까 뭘까 감독 뭘까 본인 자부,3
아무리 허구라지만 소경이 궁을 휘젓고 왕실일에 접근하는게 참 쉽구먼.,the_night_owl,watcha_reviews_low_integrated.csv,올빼미,허구 소경 왕실 접근,3
정도껏 해라...,the_night_owl,watcha_reviews_low_integrated.csv,올빼미,정도,3
"냉탕과 열탕이 마구잡이로 섞여 있는데, 따뜻한 맛도 없고 시원한 맛도 없다. 그렇다고 미지근한 것도 아니다. 순대국밥 한 숟가락에 메로나 한 입 같이 먹는 이 기분. 머리가 띵하다.",the_kings_garden,watcha_reviews_low_integrated.csv,왕과 사는 남자,냉탕 열탕 마구잡이 순대 국밥 숟가락 메로나 기분 머리,3
"🎬 221211  - 분명 긴장감이 있었는데요, 없어졌습니다 ?!  - 뒤로 갈수록 긴장이 뭐야 거의 헛웃음 지으면서 봄 초반의 분위기가 너어무 아까웠음",the_night_owl,watcha_reviews_low_integrated.csv,올빼미,긴장감 긴장 헛웃음 초반 분위기,3
데보라 심 예쁘다. 이병현 멋있다 이외에는 다 엉성함. 마케터들의 광고에 휘둘리지 말자. 감독 주변에 차지절같은 인간들만 있는지 점점 영화가 엉성하다.,the_man_standing_next,watcha_reviews_low_integrated.csv,남산의 부장들,데보라 예쁘다 이병현 광고 감독 주변 차지 인간,3
말이 안 되도 이건 너무,the_night_owl,watcha_reviews_low_integrated.csv,올빼미,이건,3
나 흙수저다..  그래서 이 영화가 싫다,parasite,watcha_reviews_low_integrated.csv,기생충,수저,3
연기파 배우 유아인,sado,watcha_reviews_low_integrated.csv,사도,연기파 배우 유아,3
하병일이 좋아해서요,decision_to_leave,watcha_reviews_low_integrated.csv,헤어질 결심,병일,3
"더이상, 예술이라는 이름으로 더러운 욕망을 '정당화' 하지 말자. 그것은 정말 해서는 안될 '예술적' 살인이므로.",decision_to_leave,watcha_reviews_low_integrated.csv,헤어질 결심,이상 예술 이름 욕망 정당 그것 예술 살인,3
"개돼지, 한 많은 피해의식 조선인이 열광하는 영화.",parasite,watcha_reviews_low_integrated.csv,기생충,개돼지 피해 의식 조선인 열광,3
어두운곳에 진실이,the_night_owl,watcha_reviews_low_integrated.csv,올빼미,진실,3
"불륜은 아무리 문화적, 예술적으로 포장하려해도 영.. 끌리지않는다. 주연들의 대사전달력도 아쉬웠고 특히나 김신영은 까메오도 아니고 뭐라는지 모르겠는 사투리를 계속 해대고 .. 여러모로 집중력을 필요로 했던 영화지만 그만큼 실속, 상징성들에 대한 이해는 되지 않았던 영화. 한국의 킬링디어 같은 느낌이 되가는건가  --  세상이 미친건지 내가 미친건지 이세상 사람들이 불륜을 진실한 사랑이라며, 재밌어 하고있다",decision_to_leave,watcha_reviews_low_integrated.csv,헤어질 결심,불륜 문화 예술 포장 주연 대사전 달력 김신 메오 사투리 계속 집중력 필요 실속 상징성 이해 한국 킬링 디어 느낌 건가 세상 건지 건지 이세상 불륜 진실 사랑,3
내가 오달수를 왜 스크린에서 봐야하는건데 대체 왜........,the_kings_garden,watcha_reviews_low_integrated.csv,왕과 사는 남자,오달수 스크린 건데,3
고증부터 신경쓴다고 말이나 하질말던가....이 좋은 소재를 그냥 다큐로만 만들어도 영화보다 더한 역사를 이렇게 망치는것도 대단할뿐....0점을 못주는게 아쉬울뿐임....,myeongryang,watcha_reviews_low_integrated.csv,명량,고증 신경 하질 소재 다큐 역사,3
이 영화를 영화관에서 보고 울었다는 사람들은 돈이 아까워서였을 것이다.,myeongryang,watcha_reviews_low_integrated.csv,명량,영화관,3
"연기를 제외한 나머지는 전혀 만족시키지
못했다. 왜 이렇게 만들었어야 하는지 파악조차 할수가 없다",sado,watcha_reviews_low_integrated.csv,사도,연기 제외 나머지 만족 파악,3
